"sample.no","legal","sub.legal","all","","sanctuary","status","site.new","year"
1178,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2018
1179,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2018
1180,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2018
1181,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2018
1182,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2018
1183,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2018
1184,1,3,4,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2018
1185,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2018
1186,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2018
1187,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2018
1188,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2018
1189,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2018
1190,0,0,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2018
1191,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2018
1192,0,0,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2018
1193,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2018
1194,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2018
1195,0,2,2,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2018
1196,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2018
1197,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2018
1198,1,0,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2018
1199,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2018
1200,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2018
1201,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2018
1202,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2018
1203,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2018
1204,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2018
1205,0,4,4,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2018
1206,1,1,2,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2018
1207,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2018
1208,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2018
1209,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2018
1210,1,3,4,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2018
1211,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2018
1212,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2018
1213,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2018
1214,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2018
1215,0,1,1,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2018
1216,3,2,5,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2018
1217,2,0,2,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2018
1218,1,1,2,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2018
1219,1,0,1,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2018
1220,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2018
1221,1,0,1,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2018
1222,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2018
1223,2,1,3,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2018
1224,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2018
1225,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2018
1226,0,1,2,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2018
1227,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2018
1228,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2018
1229,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2018
1230,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2018
1231,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2018
1232,2,6,8,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2018
1233,2,4,6,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2018
1234,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1235,0,6,6,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1236,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1237,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1238,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1239,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1240,0,2,2,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1241,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1242,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1243,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1244,0,4,4,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1245,0,2,2,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1246,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1247,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1248,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1249,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1250,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1251,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1252,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1253,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1254,1,2,3,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1255,1,1,2,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1256,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1257,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1258,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1259,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1260,2,3,5,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1261,1,1,2,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1262,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1263,1,6,7,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1264,1,1,2,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2018
1265,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2018
1266,1,0,1,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2018
1267,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2018
1268,1,1,2,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2018
1269,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2018
1270,0,1,1,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2018
1271,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2018
1272,0,1,1,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2018
1273,1,2,3,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2018
1274,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2018
1275,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2018
1276,1,2,3,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2018
1277,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2018
1278,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2018
1279,0,1,1,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2018
1280,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2018
1281,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2018
1282,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2018
1283,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2018
1284,1,7,8,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2018
1285,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2018
1286,0,2,2,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2018
1287,0,2,2,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2018
1288,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2018
1289,0,2,2,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2018
1290,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2018
1291,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2018
1292,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2018
1293,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2018
1294,0,6,6,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2018
1295,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2018
1296,0,5,5,NA,"Green Island","No-take","Green Island.No-take.Green Island",2018
1297,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2018
1298,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2018
1299,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2018
1300,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2018
1301,1,1,2,NA,"Green Island","No-take","Green Island.No-take.Green Island",2018
1302,0,2,2,NA,"Green Island","No-take","Green Island.No-take.Green Island",2018
1303,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2018
1304,1,2,3,NA,"Green Island","No-take","Green Island.No-take.Green Island",2018
1305,0,1,1,NA,"Green Island","No-take","Green Island.No-take.Green Island",2018
1306,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2018
1307,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2018
1308,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2018
1309,0,4,5,NA,"Green Island","No-take","Green Island.No-take.Green Island",2018
1310,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2018
1311,1,0,1,NA,"Green Island","No-take","Green Island.No-take.Green Island",2018
1312,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2018
1313,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2018
1314,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2018
1315,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2018
1316,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2018
1317,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2018
1318,1,4,5,NA,"Green Island","No-take","Green Island.No-take.Green Island",2018
1319,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2018
1320,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2018
1321,2,3,5,NA,"Green Island","No-take","Green Island.No-take.Green Island",2018
1322,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2018
1323,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2018
1324,0,1,5,NA,"Green Island","No-take","Green Island.No-take.Green Island",2018
1325,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2018
1326,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2018
1327,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2018
1328,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2018
1329,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2018
1330,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2018
1331,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2018
1332,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2018
1333,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2018
1334,0,3,3,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2018
1335,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2018
1336,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2018
1337,0,2,2,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2018
1338,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2018
1339,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2018
1340,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2018
1341,0,4,4,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2018
1342,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2018
1343,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2018
1344,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2018
1345,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2018
1346,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2018
1347,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2018
1348,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2018
1349,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2018
1350,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2018
1351,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2018
1352,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2018
1353,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2018
1354,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2018
1355,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2018
1356,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2018
1357,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2018
1358,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2018
1359,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2018
1360,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2018
1361,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2018
1362,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2018
1363,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2018
1364,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2018
1365,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2018
1366,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2018
1367,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2018
1368,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2018
1369,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2018
1370,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2018
1371,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2018
1372,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2018
1373,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2018
1374,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2018
1375,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2018
1376,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2018
1377,1,0,1,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2018
1378,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2018
1379,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2018
1380,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2018
1381,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2018
1382,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2018
1383,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2018
1384,0,3,3,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2018
1385,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1386,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1387,2,3,5,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1388,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1389,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1390,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1391,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1392,1,0,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1393,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1394,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1395,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1396,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1397,1,1,2,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1398,2,3,5,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1399,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1400,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1401,1,0,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1402,3,2,5,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1403,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1404,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1405,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1406,1,1,5,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1407,0,0,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1408,1,2,3,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1409,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1410,2,1,3,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1411,1,0,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1412,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1413,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1414,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1415,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1416,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1417,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1418,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1419,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1420,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1421,0,4,4,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1422,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1423,1,0,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2018
1424,3,1,4,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1425,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1426,1,0,1,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1427,1,0,1,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1428,2,1,3,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1429,0,0,2,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1430,3,2,5,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1431,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1432,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1433,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1434,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1435,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1436,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1437,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1438,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1439,1,1,2,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1440,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1441,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1442,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1443,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1444,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1445,0,2,2,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1446,3,1,4,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1447,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1448,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1449,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1450,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1451,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1452,1,0,1,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1453,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1454,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1455,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1456,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1457,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1458,1,1,3,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1459,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1460,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1461,1,1,3,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1462,1,0,1,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1463,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2018
1464,0,1,1,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2018
1465,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2018
1466,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2018
1467,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2018
1468,0,2,2,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2018
1469,1,1,2,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2018
1470,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2018
1471,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2018
1472,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2018
1473,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2018
1474,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2018
1475,1,0,1,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2018
1476,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2018
1477,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2018
1478,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2018
1479,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2018
1480,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2018
1481,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2018
1482,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2018
1483,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2018
1484,0,2,2,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2018
1485,0,2,2,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2018
1486,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2018
1487,2,2,4,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2018
1488,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2018
1489,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2018
1490,0,1,1,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2018
1491,0,1,1,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2018
1492,1,0,1,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2018
1493,0,2,2,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2018
1494,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
1495,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2018
