"sample.no","complexity","depth","year.x","","sanctuary","status","site.new","year.y"
1762,2,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2019
1763,2,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2019
1764,2,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1765,3,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1766,4,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1767,2,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1768,2,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1769,1,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1770,2,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1771,3,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1772,3,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1773,3,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1774,3,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1775,3,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1776,4,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1777,3,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1778,3,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1779,4,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1780,4,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1781,3,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1782,2,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1783,4,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1784,4,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1785,2,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1786,1,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1787,3,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1788,3,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1789,3,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1790,3,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1791,3,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1792,3,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1793,2,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1794,2,0,2019,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2019
1795,1,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2019
1796,1,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2019
1797,1,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2019
1798,1,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2019
1799,1,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2019
1800,1,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2019
1801,0,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2019
1802,3,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2019
1803,1,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2019
1804,1,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2019
1805,3,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2019
1806,2,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2019
1807,3,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2019
1808,3,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2019
1809,2,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2019
1810,2,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2019
1811,3,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2019
1812,3,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2019
1813,3,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2019
1814,1,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2019
1815,3,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2019
1816,3,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2019
1817,3,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2019
1818,3,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2019
1819,3,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2019
1820,2,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2019
1821,3,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2019
1822,3,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2019
1823,3,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2019
1824,2,0,2019,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2019
1825,3,0,2019,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2019
1826,4,0,2019,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2019
1827,4,0,2019,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2019
1828,3,0,2019,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2019
1829,3,0,2019,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2019
1830,4,0,2019,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2019
1831,4,0,2019,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2019
1832,1,0,2019,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2019
1833,1,0,2019,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2019
1834,4,0,2019,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2019
1835,4,0,2019,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2019
1836,3,0,2019,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2019
1837,3,0,2019,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2019
1838,4,0,2019,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2019
1839,3,0,2019,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2019
1840,4,0,2019,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2019
1841,3,0,2019,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2019
1842,1,0,2019,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2019
1843,2,0,2019,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2019
1844,4,0,2019,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2019
1845,1,0,2019,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2019
1846,3,0,2019,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2019
1847,1,0,2019,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2019
1848,3,0,2019,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2019
1849,3,0,2019,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2019
1850,1,0,2019,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2019
1851,3,0,2019,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2019
1852,2,0,2019,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2019
1853,3,0,2019,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2019
1854,3,0,2019,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2019
1855,3,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2019
1856,2,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2019
1857,3,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2019
1858,3,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2019
1859,3,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2019
1860,1,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2019
1861,3,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2019
1862,1,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2019
1863,3,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2019
1864,3,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2019
1865,1,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2019
1866,0,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2019
1867,0,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2019
1868,4,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2019
1869,3,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2019
1870,4,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2019
1871,3,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2019
1872,3,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2019
1873,2,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2019
1874,4,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2019
1875,2,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2019
1876,1,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2019
1877,1,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2019
1878,3,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2019
1879,2,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2019
1880,3,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2019
1881,2,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2019
1882,2,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2019
1883,3,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2019
1884,2,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2019
1885,2,0,2019,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2019
1886,1,0,2019,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2019
1887,4,0,2019,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2019
1888,1,0,2019,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2019
1889,4,0,2019,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2019
1890,2,0,2019,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2019
1891,3,0,2019,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2019
1892,3,0,2019,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2019
1893,4,0,2019,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2019
1894,2,0,2019,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2019
1895,3,0,2019,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2019
1896,3,0,2019,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2019
1897,3,0,2019,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2019
1898,4,0,2019,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2019
1899,2,0,2019,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2019
1900,2,0,2019,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2019
1901,3,0,2019,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2019
1902,3,0,2019,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2019
1903,2,0,2019,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2019
1904,2,0,2019,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2019
1905,4,0,2019,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2019
1906,2,0,2019,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2019
1907,4,0,2019,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2019
1908,3,0,2019,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2019
1909,3,0,2019,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2019
1910,3,0,2019,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2019
1911,3,0,2019,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2019
1912,3,0,2019,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2019
1913,3,0,2019,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2019
1914,2,0,2019,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2019
1915,3,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2019
1916,2,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2019
1917,3,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2019
1918,2,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2019
1919,3,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2019
1920,2,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2019
1921,2,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2019
1922,3,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2019
1923,3,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2019
1924,3,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2019
1925,2,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2019
1926,4,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2019
1927,1,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2019
1928,3,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2019
1929,1,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2019
1930,2,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2019
1931,0,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2019
1932,3,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2019
1933,2,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2019
1934,1,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2019
1935,2,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2019
1936,3,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2019
1937,3,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2019
1938,3,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2019
1939,2,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2019
1940,2,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2019
1941,2,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2019
1942,2,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2019
1943,1,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2019
1944,2,0,2019,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2019
1945,2,0,2019,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2019
1946,3,0,2019,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2019
1947,2,0,2019,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2019
1948,2,0,2019,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2019
1949,2,0,2019,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2019
1950,3,0,2019,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2019
1951,2,0,2019,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2019
1952,1,0,2019,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2019
1953,1,0,2019,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2019
1954,2,0,2019,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2019
1955,4,0,2019,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2019
1956,2,0,2019,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2019
1957,3,0,2019,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2019
1958,1,0,2019,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2019
1959,2,0,2019,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2019
1960,1,0,2019,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2019
1961,3,0,2019,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2019
1962,2,0,2019,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2019
1963,2,0,2019,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2019
1964,1,0,2019,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2019
1965,3,0,2019,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2019
1966,3,0,2019,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2019
1967,3,0,2019,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2019
1968,2,0,2019,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2019
1969,2,0,2019,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2019
1970,3,0,2019,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2019
1971,2,0,2019,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2019
1972,2,0,2019,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2019
1973,2,0,2019,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2019
1974,2,0,2019,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2019
1975,1,2,2020,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2020
1976,3,1.5,2020,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2020
1977,2,1.5,2020,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2020
1978,2,2.5,2020,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2020
1979,3,2.5,2020,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2020
1980,3,2.5,2020,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2020
1981,2,3,2020,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2020
1982,3,2.5,2020,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2020
1983,3,2.5,2020,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2020
1984,1,2.4,2020,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2020
1985,3,2.5,2020,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2020
1986,2,2.5,2020,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2020
1987,3,2.5,2020,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2020
1988,2,2.5,2020,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2020
1989,3,2.5,2020,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2020
1990,3,2.5,2020,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2020
1991,3,2.5,2020,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2020
1992,2,2.5,2020,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2020
1993,3,2.5,2020,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2020
1994,4,2,2020,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2020
1995,3,3,2020,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2020
1996,2,2.5,2020,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2020
1997,4,2,2020,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2020
1998,4,2.5,2020,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2020
1999,1,2,2020,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2020
2000,2,2,2020,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2020
2001,3,2.5,2020,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2020
2002,2,2,2020,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2020
2003,3,2,2020,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2020
2004,4,2,2020,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2020
2005,4,2,2020,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2020
2006,4,3,2020,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2020
2007,4,3,2020,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2020
2008,2,3.5,2020,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2020
2009,2,3.5,2020,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2020
2010,3,3.5,2020,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2020
2011,3,2,2020,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2020
2012,3,2,2020,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2020
2013,2,5,2020,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2020
2014,2,3,2020,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2020
2015,2,1.2,2020,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2020
2016,2,2,2020,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2020
2017,2,1.8,2020,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2020
2018,2,2.2,2020,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2020
2019,3,2.2,2020,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2020
2020,4,1.3,2020,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2020
2021,1,2.1,2020,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2020
2022,3,2.2,2020,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2020
2023,3,2.1,2020,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2020
2024,0,2.8,2020,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2020
2025,1,1.4,2020,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2020
2026,1,1.7,2020,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2020
2027,1,1.5,2020,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2020
2028,3,2,2020,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2020
2029,0,1.5,2020,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2020
2030,2,1.8,2020,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2020
2031,3,2,2020,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2020
2032,4,2,2020,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2020
2033,2,2,2020,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2020
2034,1,2.5,2020,NA,"Parker Point","No-take","Parker Point.No-take.Parker Point",2020
2035,4,1.5,2020,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2020
2036,3,2.5,2020,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2020
2037,2,2.5,2020,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2020
2038,2,1,2020,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2020
2039,3,3.5,2020,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2020
2040,4,2,2020,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2020
2041,4,2.5,2020,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2020
2042,2,3,2020,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2020
2043,2,2.5,2020,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2020
2044,3,2,2020,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2020
2045,3,1,2020,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2020
2046,3,1.5,2020,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2020
2047,2,1.5,2020,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2020
2048,2,1.5,2020,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2020
2049,3,1.5,2020,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2020
2050,2,1.5,2020,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2020
2051,2,1.5,2020,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2020
2052,2,1.5,2020,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2020
2053,3,1.5,2020,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2020
2054,3,1.5,2020,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2020
2055,2,1.5,2020,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2020
2056,3,1.5,2020,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2020
2057,2,1.5,2020,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2020
2058,3,1.5,2020,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2020
2059,1,1.5,2020,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2020
2060,2,1.5,2020,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2020
2061,1,1.5,2020,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2020
2062,2,2,2020,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2020
2063,3,2.7,2020,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2020
2064,3,2.3,2020,NA,"Parker Point","Fished","Parker Point.Fished.Parker Point",2020
2065,2,2.5,2020,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2020
2066,3,2.5,2020,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2020
2067,3,2,2020,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2020
2068,3,1.5,2020,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2020
2069,1,3.5,2020,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2020
2070,3,3.5,2020,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2020
2071,3,3.5,2020,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2020
2072,2,3,2020,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2020
2073,3,4,2020,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2020
